,Pairs,source,target,Reaction
3133,C00001_C00084,C00001,C00084,R00747
3134,C00001_C00009,C00001,C00009,R00747
3135,C00346_C00084,C00346,C00084,R00748
3136,C00346_C00014,C00346,C00014,R00748
3137,C00346_C00009,C00346,C00009,R00748
3138,C00001_C00084,C00001,C00084,R00748
3139,C00001_C00014,C00001,C00014,R00748
3140,C00001_C00009,C00001,C00009,R00748
3141,C00189_C00084,C00189,C00084,R00749
3142,C00189_C00014,C00189,C00014,R00749
3143,C00084_C03589,C00084,C03589,R00750
3144,C00022_C03589,C00022,C03589,R00750
3145,C00188_C00037,C00188,C00037,R00751
3146,C00188_C00084,C00188,C00084,R00751
3147,C00186_C00058,C00186,C00058,R00753
3148,C00186_C00084,C00186,C00084,R00753
3149,C00469_C00084,C00469,C00084,R00754
3150,C00469_C00004,C00469,C00004,R00754
3151,C00469_C00080,C00469,C00080,R00754
3152,C00003_C00084,C00003,C00084,R00754
3153,C00003_C00004,C00003,C00004,R00754
3154,C00003_C00080,C00003,C00080,R00754
3155,C00084_C05125,C00084,C05125,R00755
3156,C00068_C05125,C00068,C05125,R00755
3157,C00002_C00008,C00002,C00008,R00756
3158,C00002_C00354,C00002,C00354,R00756
3159,C00085_C00008,C00085,C00008,R00756
3160,C00085_C00354,C00085,C00354,R00756
3161,C00644_C00085,C00644,C00085,R00758
3162,C00644_C00004,C00644,C00004,R00758
3163,C00644_C00080,C00644,C00080,R00758
3164,C00003_C00085,C00003,C00085,R00758
3165,C00003_C00004,C00003,C00004,R00758
3166,C00003_C00080,C00003,C00080,R00758
3167,C00002_C00008,C00002,C00008,R00760
3168,C00002_C00085,C00002,C00085,R00760
3169,C00095_C00008,C00095,C00008,R00760
3170,C00095_C00085,C00095,C00085,R00760
3171,C00085_C00227,C00085,C00227,R00761
3172,C00085_C00279,C00085,C00279,R00761
3173,C00085_C00001,C00085,C00001,R00761
3174,C00009_C00227,C00009,C00227,R00761
3175,C00009_C00279,C00009,C00279,R00761
3176,C00009_C00001,C00009,C00001,R00761
3177,C00354_C00085,C00354,C00085,R00762
3178,C00354_C00009,C00354,C00009,R00762
3179,C00001_C00085,C00001,C00085,R00762
3180,C00001_C00009,C00001,C00009,R00762
3181,C00665_C00085,C00665,C00085,R00763
3182,C00665_C00009,C00665,C00009,R00763
3183,C00001_C00085,C00001,C00085,R00763
3184,C00001_C00009,C00001,C00009,R00763
3185,C00013_C00009,C00013,C00009,R00764
3186,C00013_C00354,C00013,C00354,R00764
3187,C00085_C00009,C00085,C00009,R00764
3188,C00085_C00354,C00085,C00354,R00764
3189,C00352_C00085,C00352,C00085,R00765
3190,C00352_C00014,C00352,C00014,R00765
3191,C00001_C00085,C00001,C00085,R00765
3192,C00001_C00014,C00001,C00014,R00765
3193,C00029_C00015,C00029,C00015,R00766
3194,C00029_C02591,C00029,C02591,R00766
3195,C00085_C00015,C00085,C00015,R00766
3196,C00085_C02591,C00085,C02591,R00766
3197,C00063_C00112,C00063,C00112,R00767
3198,C00063_C00354,C00063,C00354,R00767
3199,C00085_C00112,C00085,C00112,R00767
3200,C00085_C00354,C00085,C00354,R00767
3201,C00064_C00025,C00064,C00025,R00768
3202,C00064_C00352,C00064,C00352,R00768
3203,C00085_C00025,C00085,C00025,R00768
3204,C00085_C00352,C00085,C00352,R00768
3205,C00075_C00015,C00075,C00015,R00769
3206,C00075_C00354,C00075,C00354,R00769
3207,C00085_C00015,C00085,C00015,R00769
3208,C00085_C00354,C00085,C00354,R00769
3209,C00081_C00104,C00081,C00104,R00770
3210,C00081_C00354,C00081,C00354,R00770
3211,C00085_C00104,C00085,C00104,R00770
3212,C00085_C00354,C00085,C00354,R00770
3213,C00092_C00085,C00092,C00085,R00771
3214,C00275_C00085,C00275,C00085,R00772
3215,C00002_C00008,C00002,C00008,R00774
3216,C00002_C00009,C00002,C00009,R00774
3217,C00002_C01010,C00002,C01010,R00774
3218,C00086_C00008,C00086,C00008,R00774
3219,C00086_C00009,C00086,C00009,R00774
3220,C00086_C01010,C00086,C01010,R00774
3221,C00288_C00008,C00288,C00008,R00774
3222,C00288_C00009,C00288,C00009,R00774
3223,C00288_C01010,C00288,C01010,R00774
3224,C00080_C00008,C00080,C00008,R00774
3225,C00080_C00009,C00080,C00009,R00774
3226,C00080_C01010,C00080,C01010,R00774
3227,C00581_C00037,C00581,C00037,R00775
3228,C00581_C00086,C00581,C00086,R00775
3229,C00001_C00037,C00001,C00037,R00775
3230,C00001_C00086,C00001,C00086,R00775
3231,C00603_C00048,C00603,C00048,R00776
3232,C00603_C00086,C00603,C00086,R00776
3233,C03139_C00049,C03139,C00049,R00777
3234,C03139_C00086,C03139,C00086,R00777
3235,C00001_C00049,C00001,C00049,R00777
3236,C00001_C00086,C00001,C00086,R00777
3237,C00086_C01566,C00086,C01566,R00778
3238,C00086_C00001,C00086,C00001,R00778
3239,C00097_C00283,C00097,C00283,R00782
3240,C00097_C00022,C00097,C00022,R00782
3241,C00097_C00014,C00097,C00014,R00782
3242,C00001_C00283,C00001,C00283,R00782
3243,C00001_C00022,C00001,C00022,R00782
3244,C00001_C00014,C00001,C00014,R00782
3245,C00533_C00088,C00533,C00088,R00783
3246,C00533_C00126,C00533,C00126,R00783
3247,C00533_C00080,C00533,C00080,R00783
3248,C00001_C00088,C00001,C00088,R00783
3249,C00001_C00126,C00001,C00126,R00783
3250,C00001_C00080,C00001,C00080,R00783
3251,C00125_C00088,C00125,C00088,R00783
3252,C00125_C00126,C00125,C00126,R00783
3253,C00125_C00080,C00125,C00080,R00783
3254,C00533_C00088,C00533,C00088,R00784
3255,C00533_C01000,C00533,C01000,R00784
3256,C00533_C00080,C00533,C00080,R00784
3257,C00001_C00088,C00001,C00088,R00784
3258,C00001_C01000,C00001,C01000,R00784
3259,C00001_C00080,C00001,C00080,R00784
3260,C00997_C00088,C00997,C00088,R00784
3261,C00997_C01000,C00997,C01000,R00784
3262,C00997_C00080,C00997,C00080,R00784
3263,C00533_C00088,C00533,C00088,R00785
3264,C00533_C05358,C00533,C05358,R00785
3265,C00533_C00080,C00533,C00080,R00785
3266,C00001_C00088,C00001,C00088,R00785
3267,C00001_C05358,C00001,C05358,R00785
3268,C00001_C00080,C00001,C00080,R00785
3269,C05357_C00088,C05357,C00088,R00785
3270,C05357_C05358,C05357,C05358,R00785
3271,C05357_C00080,C05357,C00080,R00785
3272,C00014_C00088,C00014,C00088,R00787
3273,C00014_C00004,C00014,C00004,R00787
3274,C00014_C00080,C00014,C00080,R00787
3275,C00003_C00088,C00003,C00088,R00787
3276,C00003_C00004,C00003,C00004,R00787
3277,C00003_C00080,C00003,C00080,R00787
3278,C00001_C00088,C00001,C00088,R00787
3279,C00001_C00004,C00001,C00004,R00787
3280,C00001_C00080,C00001,C00080,R00787
3281,C00014_C00088,C00014,C00088,R00789
3282,C00014_C00005,C00014,C00005,R00789
3283,C00014_C00080,C00014,C00080,R00789
3284,C00006_C00088,C00006,C00088,R00789
3285,C00006_C00005,C00006,C00005,R00789
3286,C00006_C00080,C00006,C00080,R00789
3287,C00001_C00088,C00001,C00088,R00789
3288,C00001_C00005,C00001,C00005,R00789
3289,C00001_C00080,C00001,C00080,R00789
3290,C00014_C00088,C00014,C00088,R00790
3291,C00014_C00138,C00014,C00138,R00790
3292,C00014_C00080,C00014,C00080,R00790
3293,C00001_C00088,C00001,C00088,R00790
3294,C00001_C00138,C00001,C00138,R00790
3295,C00001_C00080,C00001,C00080,R00790
3296,C00139_C00088,C00139,C00088,R00790
3297,C00139_C00138,C00139,C00138,R00790
3298,C00139_C00080,C00139,C00080,R00790
3299,C00088_C00244,C00088,C00244,R00791
3300,C00088_C00138,C00088,C00138,R00791
3301,C00088_C00080,C00088,C00080,R00791
3302,C00001_C00244,C00001,C00244,R00791
3303,C00001_C00138,C00001,C00138,R00791
3304,C00001_C00080,C00001,C00080,R00791
3305,C00139_C00244,C00139,C00244,R00791
3306,C00139_C00138,C00139,C00138,R00791
3307,C00139_C00080,C00139,C00080,R00791
3308,C00088_C00192,C00088,C00192,R00793
3309,C00088_C00007,C00088,C00007,R00793
3310,C00001_C00192,C00001,C00192,R00793
3311,C00001_C00007,C00001,C00007,R00793
3312,C00088_C00244,C00088,C00244,R00794
3313,C00088_C00004,C00088,C00004,R00794
3314,C00088_C00080,C00088,C00080,R00794
3315,C00003_C00244,C00003,C00244,R00794
3316,C00003_C00004,C00003,C00004,R00794
3317,C00003_C00080,C00003,C00080,R00794
3318,C00001_C00244,C00001,C00244,R00794
3319,C00001_C00004,C00001,C00004,R00794
3320,C00001_C00080,C00001,C00080,R00794
3321,C00088_C00244,C00088,C00244,R00796
3322,C00088_C00005,C00088,C00005,R00796
3323,C00088_C00080,C00088,C00080,R00796
3324,C00006_C00244,C00006,C00244,R00796
3325,C00006_C00005,C00006,C00005,R00796
3326,C00006_C00080,C00006,C00080,R00796
3327,C00001_C00244,C00001,C00244,R00796
3328,C00001_C00005,C00001,C00005,R00796
3329,C00001_C00080,C00001,C00080,R00796
3330,C00088_C00244,C00088,C00244,R00798
3331,C00088_C00030,C00088,C00030,R00798
3332,C00028_C00244,C00028,C00244,R00798
3333,C00028_C00030,C00028,C00030,R00798
3334,C00001_C00244,C00001,C00244,R00798
3335,C00001_C00030,C00001,C00030,R00798
3336,C00088_C01837,C00088,C01837,R00799
3337,C00088_C00007,C00088,C00007,R00799
3338,C00088_C00001,C00088,C00001,R00799
3339,C00084_C01837,C00084,C01837,R00799
3340,C00084_C00007,C00084,C00007,R00799
3341,C00084_C00001,C00084,C00001,R00799
3342,C00027_C01837,C00027,C01837,R00799
3343,C00027_C00007,C00027,C00007,R00799
3344,C00027_C00001,C00027,C00001,R00799
3345,C00088_C00244,C00088,C00244,R00800
3346,C00007_C00244,C00007,C00244,R00800
3347,C00089_C00095,C00089,C00095,R00801
3348,C00089_C00031,C00089,C00031,R00801
3349,C00001_C00095,C00001,C00095,R00801
3350,C00001_C00031,C00001,C00031,R00801
3351,C00089_C02336,C00089,C02336,R00802
3352,C00089_C00267,C00089,C00267,R00802
3353,C00001_C02336,C00001,C02336,R00802
3354,C00001_C00267,C00001,C00267,R00802
3355,C00089_C00095,C00089,C00095,R00803
3356,C00089_C00103,C00089,C00103,R00803
3357,C00009_C00095,C00009,C00095,R00803
3358,C00009_C00103,C00009,C00103,R00803
3359,C02591_C00089,C02591,C00089,R00805
3360,C02591_C00009,C02591,C00009,R00805
3361,C00001_C00089,C00001,C00089,R00805
3362,C00001_C00009,C00001,C00009,R00805
3363,C00029_C00015,C00029,C00015,R00806
3364,C00029_C00089,C00029,C00089,R00806
3365,C00095_C00015,C00095,C00015,R00806
3366,C00095_C00089,C00095,C00089,R00806
3367,C00089_C05731,C00089,C05731,R00807
3368,C00089_C01352,C00089,C01352,R00807
3369,C00016_C05731,C00016,C05731,R00807
3370,C00016_C01352,C00016,C01352,R00807
3371,C00089_C05731,C00089,C05731,R00808
3372,C00089_C00030,C00089,C00030,R00808
3373,C00028_C05731,C00028,C05731,R00808
3374,C00028_C00030,C00028,C00030,R00808
3375,C00052_C00015,C00052,C00015,R00809
3376,C00052_C03848,C00052,C03848,R00809
3377,C00089_C00015,C00089,C00015,R00809
3378,C00089_C03848,C00089,C03848,R00809
3379,C00089_C01742,C00089,C01742,R00810
3380,C00089_C16688,C00089,C16688,R00811
3381,C00089_C00615,C00089,C00615,R00811
3382,C04261_C16688,C04261,C16688,R00811
3383,C04261_C00615,C04261,C00615,R00811
3384,C04091_C00090,C04091,C00090,R00812
3385,C04091_C00004,C04091,C00004,R00812
3386,C04091_C00080,C04091,C00080,R00812
3387,C00003_C00090,C00003,C00090,R00812
3388,C00003_C00004,C00003,C00004,R00812
3389,C00003_C00080,C00003,C00080,R00812
3390,C06321_C00090,C06321,C00090,R00813
3391,C06321_C00004,C06321,C00004,R00813
3392,C06321_C00011,C06321,C00011,R00813
3393,C06321_C00080,C06321,C00080,R00813
3394,C00003_C00090,C00003,C00090,R00813
3395,C00003_C00004,C00003,C00004,R00813
3396,C00003_C00011,C00003,C00011,R00813
3397,C00003_C00080,C00003,C00080,R00813
3398,C04221_C00090,C04221,C00090,R00814
3399,C04221_C00005,C04221,C00005,R00814
3400,C04221_C00080,C04221,C00080,R00814
3401,C00006_C00090,C00006,C00090,R00814
3402,C00006_C00005,C00006,C00005,R00814
3403,C00006_C00080,C00006,C00080,R00814
3404,C00146_C00090,C00146,C00090,R00815
3405,C00146_C00006,C00146,C00006,R00815
3406,C00146_C00001,C00146,C00001,R00815
3407,C00007_C00090,C00007,C00090,R00815
3408,C00007_C00006,C00007,C00006,R00815
3409,C00007_C00001,C00007,C00001,R00815
3410,C00005_C00090,C00005,C00090,R00815
3411,C00005_C00006,C00005,C00006,R00815
3412,C00005_C00001,C00005,C00001,R00815
3413,C00080_C00090,C00080,C00090,R00815
3414,C00080_C00006,C00080,C00006,R00815
3415,C00080_C00001,C00080,C00001,R00815
3416,C00090_C00682,C00090,C00682,R00816
3417,C00007_C00682,C00007,C00682,R00816
3418,C00090_C02480,C00090,C02480,R00817
3419,C00007_C02480,C00007,C02480,R00817
3420,C00805_C00090,C00805,C00090,R00818
3421,C00805_C00011,C00805,C00011,R00818
3422,C00805_C00003,C00805,C00003,R00818
3423,C00805_C00001,C00805,C00001,R00818
3424,C00007_C00090,C00007,C00090,R00818
3425,C00007_C00011,C00007,C00011,R00818
3426,C00007_C00003,C00007,C00003,R00818
3427,C00007_C00001,C00007,C00001,R00818
3428,C00004_C00090,C00004,C00090,R00818
3429,C00004_C00011,C00004,C00011,R00818
3430,C00004_C00003,C00004,C00003,R00818
3431,C00004_C00001,C00004,C00001,R00818
3432,C00080_C00090,C00080,C00090,R00818
3433,C00080_C00011,C00080,C00011,R00818
3434,C00080_C00003,C00080,C00003,R00818
3435,C00080_C00001,C00080,C00001,R00818
3436,C00196_C00090,C00196,C00090,R00821
3437,C00196_C00011,C00196,C00011,R00821
3438,C00230_C00090,C00230,C00090,R00822
3439,C00230_C00011,C00230,C00011,R00822
3440,C00108_C00090,C00108,C00090,R00823
3441,C00108_C00014,C00108,C00014,R00823
3442,C00108_C00011,C00108,C00011,R00823
3443,C00108_C00003,C00108,C00003,R00823
3444,C00007_C00090,C00007,C00090,R00823
3445,C00007_C00014,C00007,C00014,R00823
3446,C00007_C00011,C00007,C00011,R00823
3447,C00007_C00003,C00007,C00003,R00823
3448,C00004_C00090,C00004,C00090,R00823
3449,C00004_C00014,C00004,C00014,R00823
3450,C00004_C00011,C00004,C00011,R00823
3451,C00004_C00003,C00004,C00003,R00823
3452,C00080_C00090,C00080,C00090,R00823
3453,C00080_C00014,C00080,C00014,R00823
3454,C00080_C00011,C00080,C00011,R00823
3455,C00080_C00003,C00080,C00003,R00823
3456,C00108_C00090,C00108,C00090,R00825
3457,C00108_C00014,C00108,C00014,R00825
3458,C00108_C00011,C00108,C00011,R00825
3459,C00108_C00006,C00108,C00006,R00825
3460,C00007_C00090,C00007,C00090,R00825
3461,C00007_C00014,C00007,C00014,R00825
3462,C00007_C00011,C00007,C00011,R00825
3463,C00007_C00006,C00007,C00006,R00825
3464,C00005_C00090,C00005,C00090,R00825
3465,C00005_C00014,C00005,C00014,R00825
3466,C00005_C00011,C00005,C00011,R00825
3467,C00005_C00006,C00005,C00006,R00825
3468,C00080_C00090,C00080,C00090,R00825
3469,C00080_C00014,C00080,C00014,R00825
3470,C00080_C00011,C00080,C00011,R00825
3471,C00080_C00006,C00080,C00006,R00825
3472,C00019_C00021,C00019,C00021,R00827
3473,C00019_C01502,C00019,C01502,R00827
3474,C00090_C00021,C00090,C00021,R00827
3475,C00090_C01502,C00090,C01502,R00827
3476,C01988_C00090,C01988,C00090,R00828
3477,C01988_C00088,C01988,C00088,R00828
3478,C01988_C00006,C01988,C00006,R00828
3479,C01988_C00001,C01988,C00001,R00828
3480,C00007_C00090,C00007,C00090,R00828
3481,C00007_C00088,C00007,C00088,R00828
3482,C00007_C00006,C00007,C00006,R00828
3483,C00007_C00001,C00007,C00001,R00828
3484,C00005_C00090,C00005,C00090,R00828
3485,C00005_C00088,C00005,C00088,R00828
3486,C00005_C00006,C00005,C00006,R00828
3487,C00005_C00001,C00005,C00001,R00828
3488,C00080_C00090,C00080,C00090,R00828
3489,C00080_C00088,C00080,C00088,R00828
3490,C00080_C00006,C00080,C00006,R00828
3491,C00080_C00001,C00080,C00001,R00828
3492,C00091_C00010,C00091,C00010,R00829
3493,C00091_C02232,C00091,C02232,R00829
3494,C00024_C00010,C00024,C00010,R00829
3495,C00024_C02232,C00024,C02232,R00829
3496,C00091_C00430,C00091,C00430,R00830
3497,C00091_C00010,C00091,C00010,R00830
3498,C00091_C00011,C00091,C00011,R00830
3499,C00037_C00430,C00037,C00430,R00830
3500,C00037_C00010,C00037,C00010,R00830
3501,C00037_C00011,C00037,C00011,R00830
3502,C00091_C00010,C00091,C00010,R00832
3503,C00091_C03296,C00091,C03296,R00832
3504,C00062_C00010,C00062,C00010,R00832
3505,C00062_C03296,C00062,C03296,R00832
3506,C01213_C00091,C01213,C00091,R00833
3507,C01096_C00092,C01096,C00092,R00834
3508,C01096_C00005,C01096,C00005,R00834
3509,C01096_C00080,C01096,C00080,R00834
3510,C00006_C00092,C00006,C00092,R00834
3511,C00006_C00005,C00006,C00005,R00834
3512,C00006_C00080,C00006,C00080,R00834
3513,C00092_C01236,C00092,C01236,R00835
3514,C00092_C00005,C00092,C00005,R00835
3515,C00092_C00080,C00092,C00080,R00835
3516,C00006_C01236,C00006,C01236,R00835
3517,C00006_C00005,C00006,C00005,R00835
3518,C00006_C00080,C00006,C00080,R00835
3519,C00029_C00015,C00029,C00015,R00836
3520,C00029_C00689,C00029,C00689,R00836
3521,C00092_C00015,C00092,C00015,R00836
3522,C00092_C00689,C00092,C00689,R00836
3523,C00001_C00031,C00001,C00031,R00837
3524,C00001_C00092,C00001,C00092,R00837
3525,C00689_C00031,C00689,C00031,R00837
3526,C00689_C00092,C00689,C00092,R00837
3527,C00001_C00031,C00001,C00031,R00838
3528,C00001_C00092,C00001,C00092,R00838
3529,C02995_C00031,C02995,C00031,R00838
3530,C02995_C00092,C02995,C00092,R00838
3531,C04534_C00031,C04534,C00031,R00839
3532,C04534_C00092,C04534,C00092,R00839
3533,C00001_C00031,C00001,C00031,R00839
3534,C00001_C00092,C00001,C00092,R00839
3535,C00093_C00116,C00093,C00116,R00841
3536,C00093_C00009,C00093,C00009,R00841
3537,C00001_C00116,C00001,C00116,R00841
3538,C00001_C00009,C00001,C00009,R00841
3539,C00093_C00111,C00093,C00111,R00842
3540,C00093_C00004,C00093,C00004,R00842
3541,C00093_C00080,C00093,C00080,R00842
3542,C00003_C00111,C00003,C00111,R00842
3543,C00003_C00004,C00003,C00004,R00842
3544,C00003_C00080,C00003,C00080,R00842
3545,C00093_C00111,C00093,C00111,R00844
3546,C00093_C00005,C00093,C00005,R00844
3547,C00093_C00080,C00093,C00080,R00844
3548,C00006_C00111,C00006,C00111,R00844
3549,C00006_C00005,C00006,C00005,R00844
3550,C00006_C00080,C00006,C00080,R00844
3551,C00093_C00118,C00093,C00118,R00845
3552,C00093_C00005,C00093,C00005,R00845
3553,C00093_C00080,C00093,C00080,R00845
3554,C00006_C00118,C00006,C00118,R00845
3555,C00006_C00005,C00006,C00005,R00845
3556,C00006_C00080,C00006,C00080,R00845
3557,C00093_C00111,C00093,C00111,R00846
3558,C00093_C00027,C00093,C00027,R00846
3559,C00007_C00111,C00007,C00111,R00846
3560,C00007_C00027,C00007,C00027,R00846
3561,C00002_C00008,C00002,C00008,R00847
3562,C00002_C00093,C00002,C00093,R00847
3563,C00116_C00008,C00116,C00008,R00847
3564,C00116_C00093,C00116,C00093,R00847
3565,C00093_C00111,C00093,C00111,R00848
3566,C00093_C01352,C00093,C01352,R00848
3567,C00016_C00111,C00016,C00111,R00848
3568,C00016_C01352,C00016,C01352,R00848
3569,C00093_C00111,C00093,C00111,R00849
3570,C00093_C15603,C00093,C15603,R00849
3571,C15602_C00111,C15602,C00111,R00849
3572,C15602_C15603,C15602,C15603,R00849
3573,C00093_C00116,C00093,C00116,R00850
3574,C00093_C00092,C00093,C00092,R00850
3575,C00031_C00116,C00031,C00116,R00850
3576,C00031_C00092,C00031,C00092,R00850
3577,C00093_C00681,C00093,C00681,R00851
3578,C00093_C00010,C00093,C00010,R00851
3579,C00040_C00681,C00040,C00681,R00851
3580,C00040_C00010,C00040,C00010,R00851
3581,C00052_C00015,C00052,C00015,R00853
3582,C00052_C04641,C00052,C04641,R00853
3583,C00093_C00015,C00093,C00015,R00853
3584,C00093_C04641,C00093,C04641,R00853
3585,C00052_C00015,C00052,C00015,R00854
3586,C00052_C04703,C00052,C04703,R00854
3587,C00093_C00015,C00093,C00015,R00854
3588,C00093_C04703,C00093,C04703,R00854
3589,C00513_C00055,C00513,C00055,R00855
3590,C00513_C00093,C00513,C00093,R00855
3591,C00001_C00055,C00001,C00055,R00855
3592,C00001_C00093,C00001,C00093,R00855
3593,C00063_C00013,C00063,C00013,R00856
3594,C00063_C00513,C00063,C00513,R00856
3595,C00093_C00013,C00093,C00013,R00856
3596,C00093_C00513,C00093,C00513,R00856
3597,C03120_C00069,C03120,C00069,R00857
3598,C03120_C00093,C03120,C00093,R00857
3599,C00001_C00069,C00001,C00069,R00857
3600,C00001_C00093,C00001,C00093,R00857
3601,C00283_C00094,C00283,C00094,R00858
3602,C00283_C00005,C00283,C00005,R00858
3603,C00283_C00080,C00283,C00080,R00858
3604,C00006_C00094,C00006,C00094,R00858
3605,C00006_C00005,C00006,C00005,R00858
3606,C00006_C00080,C00006,C00080,R00858
3607,C00001_C00094,C00001,C00094,R00858
3608,C00001_C00005,C00001,C00005,R00858
3609,C00001_C00080,C00001,C00080,R00858
3610,C00283_C00094,C00283,C00094,R00859
3611,C00283_C00138,C00283,C00138,R00859
3612,C00283_C00080,C00283,C00080,R00859
3613,C00139_C00094,C00139,C00094,R00859
3614,C00139_C00138,C00139,C00138,R00859
3615,C00139_C00080,C00139,C00080,R00859
3616,C00001_C00094,C00001,C00094,R00859
3617,C00001_C00138,C00001,C00138,R00859
3618,C00001_C00080,C00001,C00080,R00859
3619,C00094_C00224,C00094,C00224,R00860
3620,C00094_C00030,C00094,C00030,R00860
3621,C00028_C00224,C00028,C00224,R00860
3622,C00028_C00030,C00028,C00030,R00860
3623,C00020_C00224,C00020,C00224,R00860
3624,C00020_C00030,C00020,C00030,R00860
3625,C00283_C00094,C00283,C00094,R00861
3626,C00283_C02315,C00283,C02315,R00861
3627,C00283_C00030,C00283,C00030,R00861
3628,C02582_C00094,C02582,C00094,R00861
3629,C02582_C02315,C02582,C02315,R00861
3630,C02582_C00030,C02582,C00030,R00861
3631,C00028_C00094,C00028,C00094,R00861
3632,C00028_C02315,C00028,C02315,R00861
3633,C00028_C00030,C00028,C00030,R00861
3634,C00001_C00094,C00001,C00094,R00861
3635,C00001_C02315,C00001,C02315,R00861
3636,C00001_C00030,C00001,C00030,R00861
3637,C00606_C00041,C00606,C00041,R00863
3638,C00606_C09306,C00606,C09306,R00863
3639,C00094_C00320,C00094,C00320,R00864
3640,C00094_C00080,C00094,C00080,R00864
3641,C00087_C00320,C00087,C00320,R00864
3642,C00087_C00080,C00087,C00080,R00864
3643,C00392_C00095,C00392,C00095,R00865
3644,C00392_C00126,C00392,C00126,R00865
3645,C00392_C00080,C00392,C00080,R00865
3646,C00125_C00095,C00125,C00095,R00865
3647,C00125_C00126,C00125,C00126,R00865
3648,C00125_C00080,C00125,C00080,R00865
3649,C00002_C00008,C00002,C00008,R00866
3650,C00002_C01094,C00002,C01094,R00866
3651,C00095_C00008,C00095,C00008,R00866
3652,C00095_C01094,C00095,C01094,R00866
3653,C00002_C00008,C00002,C00008,R00867
3654,C00002_C05345,C00002,C05345,R00867
3655,C00095_C00008,C00095,C00008,R00867
3656,C00095_C05345,C00095,C05345,R00867
3657,C00392_C00095,C00392,C00095,R00868
3658,C00392_C00004,C00392,C00004,R00868
3659,C00392_C00080,C00392,C00080,R00868
3660,C00003_C00095,C00003,C00095,R00868
3661,C00003_C00004,C00003,C00004,R00868
3662,C00003_C00080,C00003,C00080,R00868
3663,C00392_C00095,C00392,C00095,R00870
3664,C00392_C00005,C00392,C00005,R00870
3665,C00392_C00080,C00392,C00080,R00870
3666,C00006_C00095,C00006,C00095,R00870
3667,C00006_C00005,C00006,C00005,R00870
3668,C00006_C00080,C00006,C00080,R00870
3669,C10906_C00273,C10906,C00273,R00871
